Price,Close,High,Low,Open,Volume
Ticker,XLB,XLB,XLB,XLB,XLB
Date,,,,,
2018-01-02,25.99567985534668,26.004149076753325,25.69926356746933,25.767015723383683,17958400
2018-01-03,26.177757263183594,26.207398722721788,26.004142307886287,26.063425226962675,9904600
2018-01-04,26.40642547607422,26.461474601850288,26.275154980866255,26.287859619330668,8240200
2018-01-05,26.61815643310547,26.64779790318197,26.461479860509815,26.52076280066282,9344000
2018-01-08,26.656265258789062,26.681671308310452,26.52499474668608,26.64356061868951,9078200
2018-01-09,26.61391830444336,26.812940967839797,26.596981477080593,26.69013968126162,9511000
2018-01-10,26.453004837036133,26.567336888831537,26.397955712392726,26.56310147098433,8440800
2018-01-11,26.80023193359375,26.80023193359375,26.537690976610023,26.5588648329082,11642600
2018-01-12,26.842578887939453,26.918800254685877,26.749419080729687,26.90186181422254,9097400
2018-01-16,26.529224395751953,26.956909494853175,26.364077033083884,26.923034231078688,17025800
2018-01-17,26.65202522277832,26.770592689578493,26.541928591469492,26.719777368661887,21698800
2018-01-18,26.635089874267578,26.732483488415337,26.47841171576414,26.571571527270113,11787400
2018-01-19,26.795995712280273,26.808700348745713,26.64778841467012,26.75788503356075,9866400
2018-01-22,26.732484817504883,26.75789086529608,26.58851129044604,26.75789086529608,11438000
2018-01-23,26.728248596191406,26.74942084049414,26.5376951667894,26.6774348867971,8043000
2018-01-24,26.842578887939453,26.978083180968966,26.728246837819814,26.79599898433457,11488400
2018-01-25,27.02042579650879,27.134757831879664,26.910327563038297,26.965376679773545,15536600
2018-01-26,27.13899040222168,27.172867279257318,26.842575804851858,27.037363001791572,7762600
2018-01-29,26.829877853393555,27.151701784690207,26.812939411675053,27.117824901253208,10662200
2018-01-30,26.635089874267578,26.842580125827126,26.575805329911898,26.715545047170856,17635000
2018-01-31,26.656265258789062,26.745189662791635,26.478414835445058,26.719781997931392,19825200
2018-02-01,26.29209327697754,26.64355704267486,26.245513371988327,26.46994206111238,18972200
2018-02-02,25.601865768432617,26.186229027466364,25.58069352603877,26.14811834502202,19349400
2018-02-05,24.62369155883789,25.775477894329565,24.62369155883789,25.496000125712083,37141400
2018-02-06,25.428255081176758,25.470601188438746,24.196011628282374,24.26376378456273,38680600
2018-02-07,25.199588775634766,25.661150805298863,25.199588775634766,25.31392083237784,33502000
2018-02-08,24.314577102661133,25.29275035743693,24.306109496685217,25.23770122656068,25600000
2018-02-09,24.7380313873291,24.903178799391014,23.975819148040767,24.581354812917482,52835000
2018-02-12,25.237699508666992,25.385908448577936,24.860828070178663,24.93281563878425,20940400
2018-02-13,25.174182891845703,25.28851494932924,25.076789275916475,25.136072206017857,13552600
2018-02-14,25.51294708251953,25.563760798687746,24.915880667691553,24.966694383859767,15999400
2018-02-15,25.70349884033203,25.720437283049435,25.39014411141532,25.695029618973333,12298200
