Price,Close,High,Low,Open,Volume
Ticker,XLP,XLP,XLP,XLP,XLP
Date,,,,,
2018-01-02,45.314571380615234,45.699272002601916,45.306555064576415,45.64317001964524,20146800
2018-01-03,45.29854202270508,45.458834713632356,45.25846961430546,45.38670315558152,17950400
2018-01-04,45.426761627197266,45.6431562349606,45.30654138155279,45.41874531357945,15455100
2018-01-05,45.627140045166016,45.65919919438291,45.394715799336716,45.49890650562722,15555100
2018-01-08,45.73934555053711,45.77941795974343,45.53898044717666,45.563023281234685,12891000
2018-01-09,45.67522048950195,45.899628378684525,45.667204174986466,45.79543769128053,8357600
2018-01-10,45.4508056640625,45.57102591290926,45.14625299968578,45.563009599077915,9663500
2018-01-11,45.3867073059082,45.538983694683,45.30655942445115,45.538983694683,11500800
2018-01-12,45.40272903442383,45.61912063363231,45.30655159329946,45.45883101308211,7308900
2018-01-16,45.61109924316406,45.77139189246293,45.46683616452788,45.49087899185791,13806700
2018-01-17,46.132057189941406,46.30036312363833,45.723310714016314,45.76338311861151,12549700
2018-01-18,45.995811462402344,46.20419287667425,45.91566664603855,46.12404500298168,12423300
2018-01-19,46.50873947143555,46.556828189288765,46.11602564295021,46.16411130347507,9962800
2018-01-22,46.861392974853516,46.861392974853516,46.46066275425741,46.484705589147914,7871600
2018-01-23,46.70909881591797,46.83733232380814,46.49270419810431,46.64498359063688,10908900
2018-01-24,46.8052864074707,46.861388388276836,46.58087542691751,46.829329240008,16603500
2018-01-25,46.82931900024414,47.077772759007395,46.58888155545957,46.885420968782945,12144600
2018-01-26,47.053741455078125,47.06977103067463,46.67705712921163,46.7411723742687,6342700
2018-01-29,46.86939239501953,47.24607966950152,46.837333253078924,47.13387573003745,10760800
2018-01-30,46.556827545166016,46.9495444255464,46.43660728086042,46.54881428763219,10898100
2018-01-31,46.34043884277344,46.71712619903386,46.15610332258798,46.59690591932092,13757000
2018-02-01,46.140079498291016,46.40456292368895,46.027875520484294,46.16412233429843,14094500
2018-02-02,45.258460998535156,46.03587535694501,45.22640185498699,45.91565815463167,15569100
2018-02-05,43.61547088623047,45.33861186587927,43.591428054016774,45.0661152239192,39487500
2018-02-06,44.09634017944336,44.18450128983326,42.66974201445201,42.90216314681954,38881700
2018-02-07,43.90399169921875,44.72148152449746,43.85590604070886,44.000169130895,17526900
2018-02-08,42.95827865600586,44.096354078430565,42.9422521375453,44.00819294025265,32928400
2018-02-09,43.04642105102539,43.358989999500814,42.204888561131334,43.286858468519746,34912000
2018-02-12,43.48722839355469,43.695609754240785,43.190688980469986,43.29487966081304,21013600
2018-02-13,43.68759536743164,43.79980236669663,43.318924398973884,43.32694071329973,11994500
2018-02-14,43.66355514526367,43.80781823845834,43.23076586567967,43.45517682027599,20370500
2018-02-15,44.384864807128906,44.384864807128906,43.63950660886803,43.823842079994236,14788900
2018-02-16,44.56119155883789,44.75354337650169,44.1604614079227,44.40090194433456,11591600
2018-02-20,43.551353454589844,44.08031713795213,43.50326473525565,44.08031713795213,16069800
2018-02-21,43.030399322509766,43.743701506545534,43.014369750779146,43.61546493270056,15207400
2018-02-22,43.14261245727539,43.463194765473474,43.0624645872294,43.11856656759728,10239200
2018-02-23,43.55936813354492,43.56738444902637,43.07849315382895,43.23076951736235,10321100
2018-02-26,43.83185577392578,43.863914914614135,43.51127353902604,43.631490730615475,10100400
2018-02-27,43.25481033325195,43.960093146471074,43.246794018710716,43.85590551606056,9832600
2018-02-28,42.80598831176758,43.53531695702726,42.80598831176758,43.511274129848495,13726400
2018-03-01,42.70981216430664,43.110542239654244,42.33312491513498,42.701795850696094,27808600
2018-03-02,43.07047653198242,43.142608079039384,42.4533517532347,42.54952613020121,25965400
2018-03-05,43.447174072265625,43.495262804122774,42.83806542205462,42.83806542205462,18859700
2018-03-06,43.47921371459961,43.51928611116592,43.13458560093913,43.46318414450751,20784300
2018-03-07,43.08650207519531,43.254811052750796,42.85408092421267,43.07047556050265,12592900
2018-03-08,43.47921371459961,43.49524328469171,43.038411237714406,43.110542774464925,10725100
2018-03-09,43.759727478027344,43.767743792457296,43.43914521937692,43.59943787736621,11486800
2018-03-12,43.67958068847656,44.008179246592164,43.599435891795885,43.775755055958975,10915700
2018-03-13,43.647518157958984,43.89597190010328,43.575386623615664,43.81582405231748,12406100
2018-03-14,43.20671844482422,43.759724871756376,43.11855733531446,43.75171161513184,13519000
2018-03-15,42.902183532714844,43.34298929412265,42.781966281055,43.15063741120566,9280100
2018-03-16,42.91748809814453,43.16733749248492,42.87719060215463,42.9013684848482,9629100
2018-03-19,42.49836730957031,42.96582665093901,42.34523566731182,42.885228622513154,10714700
2018-03-20,42.37748718261719,42.73210938715116,42.24047203176229,42.562858090066854,9888200
2018-03-21,41.85362243652344,42.313020701031604,41.76496609170569,42.143769356108,17028500
2018-03-22,41.50704574584961,42.06315845581822,41.47480652583661,41.73271413693811,15584100
2018-03-23,40.99123764038086,41.82137771558304,40.950940145618944,41.65212639288194,15936400
2018-03-26,41.579586029052734,41.61988352028354,41.16854669929614,41.29750051593561,12374700
2018-03-27,41.5554084777832,41.99062569081914,41.37003755705462,41.65212307240213,17326800
2018-03-28,42.12764358520508,42.33719239956089,41.67630365685952,41.69242326942562,32397500
2018-03-29,42.41779327392578,42.67570094307452,42.29689770891772,42.29689770891772,13272800
2018-04-02,41.37809371948242,42.369426718748294,41.19272280818894,42.2888317397516,28604800
2018-04-03,41.92613983154297,42.030915742963316,41.43450256391758,41.56345634931926,24860600
